display_name	item_id	type_a	type_b	max_stack	rank
Faleris Aqua Ring	Accessory_Otomo_Water_1	Accessory	Accessory	1	3
Faleris Aqua Ring Schematic	Blueprint_Accessory_Otomo_Water_1	Blueprint	Blueprint	9999	8
Faleris Aqua Saddle	SkillUnlock_Horus_Water	Essential	Essential_PalGear	9999	0
Faleris Ring	Accessory_Otomo_Fire_2	Accessory	Accessory	1	3
Faleris Ring Schematic	Blueprint_Accessory_Otomo_Fire_2	Blueprint	Blueprint	9999	8
Faleris Saddle	SkillUnlock_Horus	Essential	Essential_PalGear	999999	0
Fang	Fang	Material	MaterialMonster	9999	1
Fang	Fang2	Material	MaterialMonster	9999	1
Farmer's Special Dish	QuestItem_Farmer_1	Consume	ConsumeOther	1	1
Farming Hat	Head011	Armor	ArmorHead	1	1
Farming Hat	Head011_2	Armor	ArmorHead	1	1
Farming Hat	Head011_3	Armor	ArmorHead	1	1
Farming Hat	Head011_4	Armor	ArmorHead	1	1
Farming Hat	Head011_5	Armor	ArmorHead	1	1
Farming Hat Schematic 1	Blueprint_Head011_1	Blueprint	Blueprint	9999	1
Farming Hat Schematic 2	Blueprint_Head011_2	Blueprint	Blueprint	9999	1
Farming Hat Schematic 3	Blueprint_Head011_3	Blueprint	Blueprint	9999	1
Farming Hat Schematic 4	Blueprint_Head011_4	Blueprint	Blueprint	9999	1
Feathered Hair Band	FurHelmet	Armor	ArmorHead	1	1
Feathered Hair Band	FurHelmet_2	Armor	ArmorHead	1	1
Feathered Hair Band	FurHelmet_3	Armor	ArmorHead	1	1
Feathered Hair Band	FurHelmet_4	Armor	ArmorHead	1	1
Feathered Hair Band	FurHelmet_5	Armor	ArmorHead	1	1
Feathered Hair Band Schematic 1	Blueprint_FurHelmet_2	Blueprint	Blueprint	9999	1
Feathered Hair Band Schematic 2	Blueprint_FurHelmet_3	Blueprint	Blueprint	9999	1
Feathered Hair Band Schematic 3	Blueprint_FurHelmet_4	Blueprint	Blueprint	9999	1
Feathered Hair Band Schematic 4	Blueprint_FurHelmet_5	Blueprint	Blueprint	9999	1
Felbat Bounty Token	BossDefeatReward_CatVampire	Essential	NONE	9999	1
Fenglope Bounty Token	BossDefeatReward_FengyunDeeper	Essential	NONE	9999	1
Fenglope Lux Bounty Token	BossDefeatReward_FengyunDeeper_Electric	Essential	NONE	9999	1
Fenglope Lux Ring	Accessory_Otomo_Electricity_1	Accessory	Accessory	1	3
Fenglope Lux Ring Schematic	Blueprint_Accessory_Otomo_Electricity_1	Blueprint	Blueprint	9999	8
Fenglope Lux Saddle	SkillUnlock_FengyunDeeper_Electric	Essential	Essential_PalGear	9999	0
Fenglope Saddle	SkillUnlock_FengyunDeeper	Essential	Essential_PalGear	999999	0
Fiber	Fiber	Material	MaterialWood	9999	1
Fire Arrow	Arrow_Fire	Ammo	ConsumeBullet	9999	1
Fire Arrow Crossbow	BowGun_Fire	Weapon	WeaponCrossbow	1	999
Fire Arrow Crossbow	BowGun_Fire_2	Weapon	WeaponCrossbow	1	999
Fire Arrow Crossbow	BowGun_Fire_3	Weapon	WeaponCrossbow	1	999
Fire Arrow Crossbow	BowGun_Fire_4	Weapon	WeaponCrossbow	1	999
Fire Arrow Crossbow	BowGun_Fire_5	Weapon	WeaponCrossbow	1	999
Fire Arrow Crossbow Schematic 1	Blueprint_BowGun_Fire_2	Blueprint	Blueprint	9999	999
Fire Arrow Crossbow Schematic 2	Blueprint_BowGun_Fire_3	Blueprint	Blueprint	9999	999
Fire Arrow Crossbow Schematic 3	Blueprint_BowGun_Fire_4	Blueprint	Blueprint	9999	999
Fire Arrow Crossbow Schematic 4	Blueprint_BowGun_Fire_5	Blueprint	Blueprint	9999	999
Fire Awakening Crystal	PalAwakening_Fire	Consume	NONE	9999	10
Fire Bow	Bow_Fire	Weapon	WeaponBow	1	999
Fire Radiant Gem	PalAwakening_Material_Fire	Material	MaterialMonster	9999	5
Fire Skill Fruit: Fire Ball	SkillCard_FireBall	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Flame Funnel	SkillCard_FlameFunnel	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Flame Wall	SkillCard_FlameWall	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Flare Arrow	SkillCard_FlareArrow	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Flare Storm	SkillCard_FlareTornado	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Ignis Blast	SkillCard_FireBlast	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Ignis Breath	SkillCard_Flamethrower	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Ignis Rage	SkillCard_Inferno	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Spirit Fire	SkillCard_FireSeed	Consume	ConsumeWazaMachine	9999	1
Fire Skill Fruit: Volcanic Rain	SkillCard_Eruption	Consume	ConsumeWazaMachine	9999	1
Fire Support Whistle	Otomo_ElementBoost_Fire_1	Accessory	Accessory	1	2
Fire Support Whistle	Otomo_ElementBoost_Fire_2	Accessory	Accessory	1	2
Fire Support Whistle	Otomo_ElementBoost_Fire_3	Accessory	Accessory	1	2
Fire Support Whistle Schematic	Blueprint_Otomo_ElementBoost_Fire_1_2	Blueprint	Blueprint	9999	8
Fishing Magnet	Salvage_TreasureBoxKey01	Consume	ConsumeOther	9999	1
Fishing Rod Good	FishingRod_Good	Weapon	WeaponMelee	1	1
Fishing Rod Legendary	FishingRod_Legendary	Weapon	WeaponMelee	1	1
Fishing Rod Old	FishingRod_Old	Weapon	WeaponMelee	1	1
Fishing Rod Super	FishingRod_Super	Weapon	WeaponMelee	1	1
Five Shot Bow	Bow_Fifth	Weapon	WeaponBow	1	1
Flame Emperor's Baton	Otomo_ATFire_ElementBoost_1	Accessory	Accessory	1	3
Flame Emperor's Baton Schematic	Blueprint_Otomo_ATFire_ElementBoost_1	Blueprint	Blueprint	9999	8
Flame Organ	FireOrgan	Material	MaterialMonster	9999	1
FlameThrower	FlameThrower	Weapon	WeaponFlameThrower	1	4
FlameThrower	FlameThrower_2	Weapon	WeaponFlameThrower	1	4
FlameThrower	FlameThrower_3	Weapon	WeaponFlameThrower	1	4
FlameThrower	FlameThrower_4	Weapon	WeaponFlameThrower	1	4
FlameThrower	FlameThrower_5	Weapon	WeaponFlameThrower	1	4
Flamethrower Fuel	FlamethrowerBullet	Ammo	ConsumeBullet	9999	4
Flamethrower Schematic 1	Blueprint_FlameThrower_2	Blueprint	Blueprint	9999	1
Flamethrower Schematic 2	Blueprint_FlameThrower_3	Blueprint	Blueprint	9999	1
Flamethrower Schematic 3	Blueprint_FlameThrower_4	Blueprint	Blueprint	9999	1
Flamethrower Schematic 4	Blueprint_FlameThrower_5	Blueprint	Blueprint	9999	1
Flaracle Bounty Token	BossDefeatReward_FoxExorcist	Essential	NONE	9999	1
Flopie's Necklace	SkillUnlock_FlowerRabbit	Essential	Essential_PalGear	999999	999
Flour	Flour	Food	FoodVegetable	9999	1
Foxicle Bounty Token	BossDefeatReward_IceFox	Essential	NONE	9999	1
Foxparks Cryst Bounty Token	BossDefeatReward_Kitsunebi_Ice	Essential	NONE	9999	1
Foxparks Cryst's Harness	SkillUnlock_Kitsunebi_Ice	Essential	Essential_PalGear	9999	0
Foxparks' Harness	SkillUnlock_Kitsunebi	Essential	Essential_PalGear	999999	0
Frag Grenade	FragGrenade	Weapon	WeaponThrowObject	9999	2
Frag Grenade Mk2	FragGrenade_Super	Weapon	WeaponThrowObject	9999	2
Free Pal Alliance Banner Schematic	Blueprint_ConservationGroupBannerB	Blueprint	Blueprint	9999	1
Free Pal Alliance Flag Schematic	Blueprint_ConservationGroupBannerA	Blueprint	Blueprint	9999	1
French Fries	PotatoChips	Food	FoodDishVegetable	9999	2
Fried Chikipi	FriedChicken	Food	FoodDishMeat	9999	3
Fried Egg	FriedEggs	Food	FoodDishMeat	9999	1
Fried Gloopie Balls	OctopusGirl_Takoyaki	Food	FoodDishFish	9999	2
Fried Kelpsea	FriedKelpie	Food	FoodDishFish	9999	3
Frostallion Bounty Token	BossDefeatReward_IceHorse	Essential	NONE	9999	1
Frostallion Noct Bounty Token	BossDefeatReward_IceHorse_Dark	Essential	NONE	9999	1
Frostallion Noct Saddle	SkillUnlock_IceHorse_Dark	Essential	Essential_PalGear	999999	0
Frostallion Saddle	SkillUnlock_IceHorse	Essential	Essential_PalGear	999999	0
Frostallion's Talisman	Otomo_DFIce_ElementBoost_1	Accessory	Accessory	1	3
Frostallion's Talisman Schematic	Blueprint_Otomo_DFIce_ElementBoost_1	Blueprint	Blueprint	9999	8
Frozen Egg	PalEgg_Ice_01	Material	MaterialPalEgg	1	1
Frozen Egg	PalEgg_Ice_02	Material	MaterialPalEgg	1	1
Futuristic Technical Manual	TechnologyBook_G3	Consume	ConsumeTechnologyBook	9999	5
Galeclaw Nikujaga	MeatAndPotatoes	Food	FoodDishMeat	9999	4
Galeclaw Poultry	Meat_Eagle	Food	FoodMeat	9999	1
Galeclaw's Gloves	SkillUnlock_Eagle	Essential	Essential_PalGear	999999	999
Gatling Gun	GatlingGun	Weapon	WeaponGatlingGun	1	1
Gatling Gun	GatlingGun_2	Weapon	WeaponGatlingGun	1	1
Gatling Gun	GatlingGun_3	Weapon	WeaponGatlingGun	1	1
Gatling Gun	GatlingGun_4	Weapon	WeaponGatlingGun	1	1
Gatling Gun	GatlingGun_5	Weapon	WeaponGatlingGun	1	1
Gatling Gun Ammo	GatlingBullet	Ammo	ConsumeBullet	9999	4
Gatling Gun Schematic 1	Blueprint_GatlingGun_2	Blueprint	Blueprint	9999	1
Gatling Gun Schematic 2	Blueprint_GatlingGun_3	Blueprint	Blueprint	9999	1
Gatling Gun Schematic 3	Blueprint_GatlingGun_4	Blueprint	Blueprint	9999	1
Gatling Gun Schematic 4	Blueprint_GatlingGun_5	Blueprint	Blueprint	9999	1
Ghangler Accessory	HeadEquip059	Armor	ArmorHead	1	99
Ghangler Ignis Saddle	SkillUnlock_GhostAnglerfish_Fire	Essential	Essential_PalGear	9999	0
Ghangler Saddle	SkillUnlock_GhostAnglerfish	Essential	Essential_PalGear	9999	0
Giant Feed Bag	AutoMealPouch_Tier5	Essential	Essential_UnlockPlayerFuture	9999	3
Giant Pal Soul	PalUpgradeStone4	Material	MaterialMonster	9999	2
Giant Pouch	AdditionalInventory_004	Essential	NONE	9999	4
Giga Glider	Glider_Super	Glider	Glider	1	3
Giga Grappling Gun	GrapplingGun3	Weapon	WeaponGrapplingGun	1	3
Giga Shield	Shield_03	Armor	Shield	1	3
Giga Sphere	PalSphere_Giga	SpecialWeapon	SPWeaponCaptureBall	9999	3
Gildane Bounty Token	BossDefeatReward_GoldenHorse	Essential	NONE	9999	1
Gildane Saddle	SkillUnlock_GoldenHorse	Essential	Essential_PalGear	999999	0
Glistening Ancient Relic	WorldTreeRelic_05	Material	MaterialMonster	9999	1
Gloopie Hat	HeadEquip052	Armor	ArmorHead	1	99
Gloopie Tentacle	Meat_OctopusGirl	Food	FoodMeat	9999	3
Glowing Ancient Relic	WorldTreeRelic_04	Material	MaterialMonster	9999	1
Gold Coin	Money	Material	Money	99999999	1
Gold Key	TreasureBoxKey03	Consume	ConsumeOther	9999	1
Golden Crown	Head002	Armor	ArmorHead	1	1
Golden Crown	Head002_2	Armor	ArmorHead	1	1
Golden Crown	Head002_3	Armor	ArmorHead	1	1
Golden Crown	Head002_4	Armor	ArmorHead	1	1
Golden Crown	Head002_5	Armor	ArmorHead	1	1
Golden Crown Schematic 1	Blueprint_Head002_1	Blueprint	Blueprint	9999	1
Golden Crown Schematic 2	Blueprint_Head002_2	Blueprint	Blueprint	9999	1
Golden Crown Schematic 3	Blueprint_Head002_3	Blueprint	Blueprint	9999	1
Golden Crown Schematic 4	Blueprint_Head002_4	Blueprint	Blueprint	9999	1
Gorgeous Ancient Relic	WorldTreeRelic_03	Material	MaterialMonster	9999	1
Graduation Cap	Head010	Armor	ArmorHead	1	1
Graduation Cap	Head010_2	Armor	ArmorHead	1	1
Graduation Cap	Head010_3	Armor	ArmorHead	1	1
Graduation Cap	Head010_4	Armor	ArmorHead	1	1
Graduation Cap	Head010_5	Armor	ArmorHead	1	1
Graduation Cap Schematic 1	Blueprint_Head010_1	Blueprint	Blueprint	9999	1
Graduation Cap Schematic 2	Blueprint_Head010_2	Blueprint	Blueprint	9999	1
Graduation Cap Schematic 3	Blueprint_Head010_3	Blueprint	Blueprint	9999	1
Graduation Cap Schematic 4	Blueprint_Head010_4	Blueprint	Blueprint	9999	1
Grape	Grape	Food	FoodVegetable	9999	1
Grappling Gun	GrapplingGun	Weapon	WeaponGrapplingGun	1	1
Grass Awakening Crystal	PalAwakening_Grass	Consume	NONE	9999	10
Grass Grenade	FragGrenade_Leaf	Weapon	WeaponThrowObject	9999	2
Grass Radiant Gem	PalAwakening_Material_Grass	Material	MaterialMonster	9999	5
Grass Skill Fruit: Circle Vine	SkillCard_RootLance	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Crosswind	SkillCard_CrossWind	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Grass Tornado	SkillCard_GrassTornado	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Multicutter	SkillCard_SpecialCutter	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Reflect Leaf	SkillCard_ReflectiveShuriken	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Seed Machine Gun	SkillCard_SeedMachinegun	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Seed Mine	SkillCard_SeedMine	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Solar Blast	SkillCard_SolarBeam	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Spine Vine	SkillCard_RootAttack	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Wind Blast	SkillCard_WindBurst	Consume	ConsumeWazaMachine	9999	1
Grass Skill Fruit: Wind Cutter	SkillCard_WindCutter	Consume	ConsumeWazaMachine	9999	1
Grass Support Whistle	Otomo_ElementBoost_Leaf_1	Accessory	Accessory	1	2
Grass Support Whistle	Otomo_ElementBoost_Leaf_2	Accessory	Accessory	1	2
Grass Support Whistle	Otomo_ElementBoost_Leaf_3	Accessory	Accessory	1	2
Grass Support Whistle Schematic	Blueprint_Otomo_ElementBoost_Leaf_1_2	Blueprint	Blueprint	9999	8
Gratin	Gratin	Food	FoodDishVegetable	9999	3
Grenade Ammo	GrenadeBullet	Ammo	ConsumeBullet	9999	4
Grenade Launcher	GrenadeLauncher	Weapon	WeaponRocketLauncher	1	4
Grenade Launcher	GrenadeLauncher_2	Weapon	WeaponRocketLauncher	1	4
Grenade Launcher	GrenadeLauncher_3	Weapon	WeaponRocketLauncher	1	4
Grenade Launcher	GrenadeLauncher_4	Weapon	WeaponRocketLauncher	1	4
Grenade Launcher	GrenadeLauncher_5	Weapon	WeaponRocketLauncher	1	4
Grenade Launcher Schematic 1	Blueprint_GrenadeLauncher_2	Blueprint	Blueprint	9999	1
Grenade Launcher Schematic 2	Blueprint_GrenadeLauncher_3	Blueprint	Blueprint	9999	1
Grenade Launcher Schematic 3	Blueprint_GrenadeLauncher_4	Blueprint	Blueprint	9999	1
Grenade Launcher Schematic 4	Blueprint_GrenadeLauncher_5	Blueprint	Blueprint	9999	1
Grilled Chikipi	BakedMeat_ChickenPal	Food	FoodDishMeat	9999	1
Grilled Fish	GrilledFish	Food	FoodDishFish	9999	1
Grilled Galeclaw	BakedMeat_Eagle	Food	FoodDishMeat	9999	1
Grilled Kelpsea	BakedMeat_Kelpie	Food	FoodDishFish	9999	1
Grilled Lamball	GenghisKhan	Food	FoodDishMeat	9999	2
Grilled Meat	GrilledMeat	Food	FoodDishMeat	9999	1
Grinning Curly Hat Blueprint 5	Blueprint_Head014_5	Blueprint	Blueprint	9999	1
Grinning Tocotoco Cap	Head014	Armor	ArmorHead	1	1
Grinning Tocotoco Cap	Head014_2	Armor	ArmorHead	1	1
Grinning Tocotoco Cap	Head014_3	Armor	ArmorHead	1	1
Grinning Tocotoco Cap	Head014_4	Armor	ArmorHead	1	1
Grinning Tocotoco Cap	Head014_5	Armor	ArmorHead	1	1
Grinning Tocotoco Cap Schematic 1	Blueprint_Head014_1	Blueprint	Blueprint	9999	1
Grinning Tocotoco Cap Schematic 2	Blueprint_Head014_2	Blueprint	Blueprint	9999	1
Grinning Tocotoco Cap Schematic 3	Blueprint_Head014_3	Blueprint	Blueprint	9999	1
Grinning Tocotoco Cap Schematic 4	Blueprint_Head014_4	Blueprint	Blueprint	9999	1
Grintale Bounty Token	BossDefeatReward_NaughtyCat	Essential	NONE	9999	1
Grintale Saddle	SkillUnlock_NaughtyCat	Essential	Essential_PalGear	999999	0
Grizzbolt Bounty Token	BossDefeatReward_ElecPanda	Essential	NONE	9999	1
Grizzbolt's Minigun	SkillUnlock_ElecPanda	Essential	Essential_PalGear	999999	0
Ground Awakening Crystal	PalAwakening_Ground	Consume	NONE	9999	10
Ground Grenade	FragGrenade_Ground	Weapon	WeaponThrowObject	9999	2
Ground Radiant Gem	PalAwakening_Material_Ground	Material	MaterialMonster	9999	5
Ground Skill Fruit: Bog Blast	SkillCard_MudShot	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Rock Lance	SkillCard_RockLance	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Rockburst	SkillCard_Tremor	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Rocky Impact	SkillCard_RockBeat	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Sand Tornado	SkillCard_SandTornado	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Sand Twister	SkillCard_SandTwister	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Stone Blast	SkillCard_StoneShotgun	Consume	ConsumeWazaMachine	9999	1
Ground Skill Fruit: Stone Cannon	SkillCard_ThrowRock	Consume	ConsumeWazaMachine	9999	1
Ground Support Whistle	Otomo_ElementBoost_Earth_1	Accessory	Accessory	1	2
Ground Support Whistle	Otomo_ElementBoost_Earth_2	Accessory	Accessory	1	2
Ground Support Whistle	Otomo_ElementBoost_Earth_3	Accessory	Accessory	1	2
Ground Support Whistle Schematic	Blueprint_Otomo_ElementBoost_Earth_1_2	Blueprint	Blueprint	9999	8
Growth Acceleration Bell	Otomo_PalExp_Increase_1	Accessory	Accessory	1	2
Growth Acceleration Bell	Otomo_PalExp_Increase_2	Accessory	Accessory	1	2
Growth Acceleration Bell	Otomo_PalExp_Increase_3	Accessory	Accessory	1	2
Growth Acceleration Bell Schematic	Blueprint_Otomo_PalExp_Increase_1_2	Blueprint	Blueprint	9999	8
Guided Missile Launcher	GuidedMissileLauncher	Weapon	WeaponRocketLauncher	1	4
Guided Missile Launcher	GuidedMissileLauncher_2	Weapon	WeaponRocketLauncher	1	4
Guided Missile Launcher	GuidedMissileLauncher_3	Weapon	WeaponRocketLauncher	1	4
Guided Missile Launcher	GuidedMissileLauncher_4	Weapon	WeaponRocketLauncher	1	4
Guided Missile Launcher	GuidedMissileLauncher_5	Weapon	WeaponRocketLauncher	1	4
Guided Missile Launcher Schematic 1	Blueprint_GuidedMissileLauncher_2	Blueprint	Blueprint	9999	1
Guided Missile Launcher Schematic 2	Blueprint_GuidedMissileLauncher_3	Blueprint	Blueprint	9999	1
Guided Missile Launcher Schematic 3	Blueprint_GuidedMissileLauncher_4	Blueprint	Blueprint	9999	1
Guided Missile Launcher Schematic 4	Blueprint_GuidedMissileLauncher_5	Blueprint	Blueprint	9999	1
Gumoss Bounty Token	BossDefeatReward_PlantSlime	Essential	NONE	9999	1
Gumoss Cap	Head015	Armor	ArmorHead	1	1
Gumoss Cap	Head015_2	Armor	ArmorHead	1	1
Gumoss Cap	Head015_3	Armor	ArmorHead	1	1
Gumoss Cap	Head015_4	Armor	ArmorHead	1	1
Gumoss Cap	Head015_5	Armor	ArmorHead	1	1
Gumoss Cap Schematic 1	Blueprint_Head015_1	Blueprint	Blueprint	9999	1
Gumoss Cap Schematic 2	Blueprint_Head015_2	Blueprint	Blueprint	9999	1
Gumoss Cap Schematic 3	Blueprint_Head015_3	Blueprint	Blueprint	9999	1
Gumoss Cap Schematic 4	Blueprint_Head015_4	Blueprint	Blueprint	9999	1
Gumoss Leaf	PalItem_PlantSlime	Material	MaterialMonster	9999	1
Gunpowder	Gunpowder	Material	MaterialProccessing	9999	1
Gunpowder	Gunpowder2	Material	MaterialProccessing	9999	2
Hallowed Bar	YakushimaIngot001	Material	MaterialIngot	9999	1
Hallowed Headgear	YakushimaHeadEquip002	Armor	ArmorHead	1	3
Hallowed Headgear	YakushimaHeadEquip002_2	Armor	ArmorHead	1	3
Hallowed Headgear	YakushimaHeadEquip002_3	Armor	ArmorHead	1	3
Hallowed Headgear	YakushimaHeadEquip002_4	Armor	ArmorHead	1	3
Hallowed Headgear	YakushimaHeadEquip002_5	Armor	ArmorHead	1	3
Hallowed Headgear Schematic	Blueprint_YakushimaHeadEquip002	Blueprint	Blueprint	9999	1
Hallowed Headgear Schematic 1	Blueprint_YakushimaHeadEquip002_2	Blueprint	Blueprint	9999	1
Hallowed Headgear Schematic 2	Blueprint_YakushimaHeadEquip002_3	Blueprint	Blueprint	9999	1
Hallowed Headgear Schematic 3	Blueprint_YakushimaHeadEquip002_4	Blueprint	Blueprint	9999	1
Hallowed Headgear Schematic 4	Blueprint_YakushimaHeadEquip002_5	Blueprint	Blueprint	9999	1
Hallowed Helmet	YakushimaHeadEquip003	Armor	ArmorHead	1	3
Hallowed Helmet	YakushimaHeadEquip003_2	Armor	ArmorHead	1	3
Hallowed Helmet	YakushimaHeadEquip003_3	Armor	ArmorHead	1	3
Hallowed Helmet	YakushimaHeadEquip003_4	Armor	ArmorHead	1	3
Hallowed Helmet	YakushimaHeadEquip003_5	Armor	ArmorHead	1	3
Hallowed Helmet Schematic	Blueprint_YakushimaHeadEquip003	Blueprint	Blueprint	9999	1
Hallowed Helmet Schematic 1	Blueprint_YakushimaHeadEquip003_2	Blueprint	Blueprint	9999	1
Hallowed Helmet Schematic 2	Blueprint_YakushimaHeadEquip003_3	Blueprint	Blueprint	9999	1
Hallowed Helmet Schematic 3	Blueprint_YakushimaHeadEquip003_4	Blueprint	Blueprint	9999	1
Hallowed Helmet Schematic 4	Blueprint_YakushimaHeadEquip003_5	Blueprint	Blueprint	9999	1
Hallowed Hood	YakushimaHeadEquip004	Armor	ArmorHead	1	3
Hallowed Hood	YakushimaHeadEquip004_2	Armor	ArmorHead	1	3
Hallowed Hood	YakushimaHeadEquip004_3	Armor	ArmorHead	1	3
Hallowed Hood	YakushimaHeadEquip004_4	Armor	ArmorHead	1	3
Hallowed Hood	YakushimaHeadEquip004_5	Armor	ArmorHead	1	3
Hallowed Hood Schematic	Blueprint_YakushimaHeadEquip004	Blueprint	Blueprint	9999	1
Hallowed Hood Schematic 1	Blueprint_YakushimaHeadEquip004_2	Blueprint	Blueprint	9999	1
Hallowed Hood Schematic 2	Blueprint_YakushimaHeadEquip004_3	Blueprint	Blueprint	9999	1
Hallowed Hood Schematic 3	Blueprint_YakushimaHeadEquip004_4	Blueprint	Blueprint	9999	1
Hallowed Hood Schematic 4	Blueprint_YakushimaHeadEquip004_5	Blueprint	Blueprint	9999	1
Hallowed Mask	YakushimaHeadEquip001	Armor	ArmorHead	1	3
Hallowed Mask	YakushimaHeadEquip001_2	Armor	ArmorHead	1	3
Hallowed Mask	YakushimaHeadEquip001_3	Armor	ArmorHead	1	3
Hallowed Mask	YakushimaHeadEquip001_4	Armor	ArmorHead	1	3
Hallowed Mask	YakushimaHeadEquip001_5	Armor	ArmorHead	1	3
Hallowed Mask Schematic	Blueprint_YakushimaHeadEquip001	Blueprint	Blueprint	9999	1
Hallowed Mask Schematic 1	Blueprint_YakushimaHeadEquip001_2	Blueprint	Blueprint	9999	1
Hallowed Mask Schematic 2	Blueprint_YakushimaHeadEquip001_3	Blueprint	Blueprint	9999	1
Hallowed Mask Schematic 3	Blueprint_YakushimaHeadEquip001_4	Blueprint	Blueprint	9999	1
Hallowed Mask Schematic 4	Blueprint_YakushimaHeadEquip001_5	Blueprint	Blueprint	9999	1
Hallowed Plate Mail	YakushimaArmor001	Armor	ArmorBody	1	3
Hallowed Plate Mail	YakushimaArmor001_2	Armor	ArmorBody	1	3
Hallowed Plate Mail	YakushimaArmor001_3	Armor	ArmorBody	1	3
Hallowed Plate Mail	YakushimaArmor001_4	Armor	ArmorBody	1	3
Hallowed Plate Mail	YakushimaArmor001_5	Armor	ArmorBody	1	3
Hallowed Plate Mail Schematic	Blueprint_YakushimaArmor001	Blueprint	Blueprint	9999	1
Hallowed Plate Mail Schematic 1	Blueprint_YakushimaArmor001_2	Blueprint	Blueprint	9999	1
Hallowed Plate Mail Schematic 2	Blueprint_YakushimaArmor001_3	Blueprint	Blueprint	9999	1
Hallowed Plate Mail Schematic 3	Blueprint_YakushimaArmor001_4	Blueprint	Blueprint	9999	1
Hallowed Plate Mail Schematic 4	Blueprint_YakushimaArmor001_5	Blueprint	Blueprint	9999	1
Hamburger	Hamburger	Food	FoodDishMeat	9999	3
Hand-Held Torch	Torch	Weapon	WeaponMelee	1	1
Handgun	HandGun_Default	Weapon	WeaponHandgun	1	2
Handgun	HandGun_Default_2	Weapon	WeaponHandgun	1	2
Handgun	HandGun_Default_3	Weapon	WeaponHandgun	1	2
Handgun	HandGun_Default_4	Weapon	WeaponHandgun	1	2
Handgun	HandGun_Default_5	Weapon	WeaponHandgun	1	2
Handgun Ammo	HandgunBullet	Ammo	ConsumeBullet	9999	2
Handgun Schematic 1	Blueprint_HandGun_Default_2	Blueprint	Blueprint	9999	1
Handgun Schematic 2	Blueprint_HandGun_Default_3	Blueprint	Blueprint	9999	1
Handgun Schematic 3	Blueprint_HandGun_Default_4	Blueprint	Blueprint	9999	1
Handgun Schematic 4	Blueprint_HandGun_Default_5	Blueprint	Blueprint	9999	1
Hangyu Cryst's Glove	SkillUnlock_WindChimes_Ice	Essential	Essential_PalGear	999999	999
Hangyu's Gloves	SkillUnlock_WindChimes	Essential	Essential_PalGear	999999	999
Hardwood	Wood_Fine	Material	MaterialWood	9999	1
Hartalis (Ultra) Slab	PalSummon_LegendDeer_2	Consume	ConsumeOther	9999	1
Hartalis (Ultra) Slab Fragment	PalSummon_LegendDeer_Parts_2	Blueprint	Blueprint	9999	1
Hartalis Saddle	SkillUnlock_LegendDeer	Essential	Essential_PalGear	9999	0
Hartalis Slab	PalSummon_LegendDeer	Consume	ConsumeOther	9999	1
Hartalis Slab Fragment	PalSummon_LegendDeer_Parts	Blueprint	Blueprint	9999	1
Hartalis's Talisman	Otomo_DFNormal_ElementBoost_1	Accessory	Accessory	1	3
Hartalis's Talisman Schematic	Blueprint_Otomo_DFNormal_ElementBoost_1	Blueprint	Blueprint	9999	8
Heat Resistant Hexolite Armor	SFArmorHeat	Armor	ArmorBody	1	4
Heat Resistant Hexolite Armor	SFArmorHeat_2	Armor	ArmorBody	1	4
Heat Resistant Hexolite Armor	SFArmorHeat_3	Armor	ArmorBody	1	4
Heat Resistant Hexolite Armor	SFArmorHeat_4	Armor	ArmorBody	1	4
Heat Resistant Hexolite Armor	SFArmorHeat_5	Armor	ArmorBody	1	4
Heat Resistant Hexolite Armor Schematic 1	Blueprint_SFArmorHeat_2	Blueprint	Blueprint	9999	1
Heat Resistant Hexolite Armor Schematic 2	Blueprint_SFArmorHeat_3	Blueprint	Blueprint	9999	1
Heat Resistant Hexolite Armor Schematic 3	Blueprint_SFArmorHeat_4	Blueprint	Blueprint	9999	1
